6.019700000000000000e+04	6.248000000000000000e+03	4.661000000000000000e+03	4.336000000000000000e+03	3.457000000000000000e+03	1.275900000000000000e+04	1.237600000000000000e+04	4.541000000000000000e+03	5.346000000000000000e+03	4.763000000000000000e+03	4.655000000000000000e+03	5.576000000000000000e+03	5.285000000000000000e+03	6.545000000000000000e+03	3.571700000000000000e+04	3.720000000000000000e+03	4.717200000000000000e+04	4.581000000000000000e+03	3.881500000000000000e+04
6.685300000000000000e+04	5.991000000000000000e+03	7.781600000000000000e+04	7.108000000000000000e+03	2.146000000000000000e+03	3.517000000000000000e+03	3.174000000000000000e+03	8.930000000000000000e+03	8.216000000000000000e+03	8.075000000000000000e+03	7.517000000000000000e+03	4.916700000000000000e+04	7.175000000000000000e+03	1.831100000000000000e+04	7.561000000000000000e+04	2.001700000000000000e+04	2.792000000000000000e+03	1.903800000000000000e+04	1.547000000000000000e+03
1.357900000000000000e+04	1.527000000000000000e+03	1.360000000000000000e+03	1.552000000000000000e+03	2.326000000000000000e+03	2.024000000000000000e+03	2.001000000000000000e+03	1.242000000000000000e+03	1.687000000000000000e+03	1.280000000000000000e+03	1.423000000000000000e+03	2.330000000000000000e+03	3.845000000000000000e+03	1.579000000000000000e+03	8.775000000000000000e+03	1.547000000000000000e+03	2.404000000000000000e+03	1.607000000000000000e+03	2.412000000000000000e+03
7.187200000000000000e+04	5.936000000000000000e+03	2.560000000000000000e+03	5.584000000000000000e+03	3.946000000000000000e+03	3.145400000000000000e+04	5.516500000000000000e+04	4.225000000000000000e+03	4.154000000000000000e+03	4.929000000000000000e+03	6.345000000000000000e+03	3.043000000000000000e+03	7.190000000000000000e+03	2.798000000000000000e+03	4.973300000000000000e+04	2.949000000000000000e+03	6.005900000000000000e+04	3.096000000000000000e+03	6.721200000000000000e+04
3.042000000000000000e+04	3.778000000000000000e+03	2.096000000000000000e+03	3.965000000000000000e+03	1.902000000000000000e+03	7.820000000000000000e+03	9.084000000000000000e+03	3.679000000000000000e+03	3.669000000000000000e+03	3.734000000000000000e+03	3.403000000000000000e+03	2.400000000000000000e+03	2.337000000000000000e+03	2.282000000000000000e+03	3.561500000000000000e+04	2.659000000000000000e+03	5.079600000000000000e+04	2.685000000000000000e+03	1.867600000000000000e+04
3.316590000000000000e+05	3.315300000000000000e+04	1.018210000000000000e+05	4.130500000000000000e+04	5.071400000000000000e+04	2.760900000000000000e+04	5.098700000000000000e+04	5.783300000000000000e+04	3.223200000000000000e+04	4.298900000000000000e+04	4.754300000000000000e+04	8.497700000000000000e+04	2.344500000000000000e+04	4.448900000000000000e+04	2.405740000000000000e+05	5.946400000000000000e+04	1.224580000000000000e+05	4.000700000000000000e+04	1.157410000000000000e+05
6.834000000000000000e+04	3.150000000000000000e+03	3.059000000000000000e+03	3.276000000000000000e+03	1.875000000000000000e+03	6.163000000000000000e+03	1.379900000000000000e+04	3.783000000000000000e+03	3.096000000000000000e+03	2.832000000000000000e+03	3.702000000000000000e+03	2.551000000000000000e+03	2.764000000000000000e+03	2.571000000000000000e+03	4.445400000000000000e+04	2.322000000000000000e+03	4.494100000000000000e+04	2.386000000000000000e+03	2.568600000000000000e+04
4.960100000000000000e+04	5.278000000000000000e+03	1.861000000000000000e+03	4.247000000000000000e+03	3.761000000000000000e+03	3.253600000000000000e+04	3.483000000000000000e+04	3.095000000000000000e+03	4.785000000000000000e+03	3.639000000000000000e+03	4.131000000000000000e+03	2.390000000000000000e+03	4.426000000000000000e+03	2.802000000000000000e+03	2.909400000000000000e+04	2.967000000000000000e+03	4.204100000000000000e+04	2.911000000000000000e+03	3.585500000000000000e+04
9.362900000000000000e+04	3.679000000000000000e+03	7.148000000000000000e+03	5.182000000000000000e+03	2.264000000000000000e+03	2.455500000000000000e+04	3.154700000000000000e+04	3.749000000000000000e+03	3.796000000000000000e+03	5.180000000000000000e+03	5.731000000000000000e+03	3.468000000000000000e+03	2.847000000000000000e+03	3.489000000000000000e+03	6.229400000000000000e+04	4.382000000000000000e+03	6.252600000000000000e+04	3.237000000000000000e+03	5.454700000000000000e+04
7.360800000000000000e+04	5.474000000000000000e+03	1.946000000000000000e+03	6.093000000000000000e+03	3.601000000000000000e+03	2.736500000000000000e+04	2.509000000000000000e+04	3.496000000000000000e+03	6.857000000000000000e+03	3.712000000000000000e+03	6.375000000000000000e+03	2.171000000000000000e+03	4.119000000000000000e+03	3.083000000000000000e+03	4.730900000000000000e+04	3.286000000000000000e+03	6.855200000000000000e+04	3.068000000000000000e+03	3.804500000000000000e+04
