6.688336399466360049e+00	-2.369600603243689818e+00	2.142780816777010156e+00	-2.812948055463500019e-01	9.906710165996450435e-02	-6.558552891528500461e-02	-5.487034742811830457e-01	-3.898591399193699902e-01	3.180684685963110214e-02	1.682429617563200031e-01
-1.647042625985219999e+00	3.876291041629719825e+00	-2.572019818836579930e+00	-2.679987910771799986e-01	-1.030768683623120019e-01	6.724889320279939797e-01	-3.893654254365219725e-01	-5.693931786581980514e-01	7.751302487996279966e-01	4.065707640240669996e-01
-3.227296147196870191e+00	4.554224887721280091e+00	-1.010911410587610071e+01	-3.563389517566539766e-01	1.338933188391260021e-01	2.248247237676899990e-01	4.712440618381499857e-01	-5.027722872528590514e-01	1.196541100243729977e-01	7.027442666503229685e-01
8.399029052757400748e+00	-5.001423473448520340e+00	-2.159106465626330074e-01	2.010049724593210019e-01	1.118095304910989990e-01	-2.481328402967790045e-02	2.423553884979829931e-01	-9.528436100242020090e-02	7.519462117722269801e-01	-1.116388598700610024e-01
1.040509703406650033e+01	-5.587125087665869572e+00	2.324188637504329968e-01	-3.158550824684269731e-01	-3.651194382871599808e-01	1.285869895182510048e+00	-4.600225510810649898e-01	-9.560673547454670018e-01	7.186878793576699787e-01	-9.118000438479609837e-01
9.292306178003629791e-01	-5.293173700274059756e-01	2.203049563762029983e+00	7.183684178119640329e-01	-9.490389576593159793e-02	-6.150696803180519812e-01	-1.143370986190459931e-01	-5.018950646829359874e-01	-3.056183538717689996e-01	-3.010612189287820151e-01
1.036353110916219933e+01	-5.986762284388150057e+00	5.504674784802410237e-01	-3.815765499477740130e-01	1.686179750964000024e-01	2.528843547904769951e-01	-3.869032958835019742e-01	-6.781353918010050164e-01	3.474859615901709775e-01	-8.051291514845440034e-01
1.075662525090580068e+01	-6.341287712044909597e+00	7.785110569339579456e-01	1.531620529074559922e-01	1.137010342161079990e-01	2.726341217675399831e-01	-8.748443869908969495e-01	-7.578128732063319495e-01	1.416705889408379937e+00	-8.018567212847139691e-01
7.644530122240809966e+00	-4.459579160132959963e+00	2.441816211380609947e-01	7.207875591391120496e-02	1.804270773460009969e-01	-2.311657416661649922e-01	-5.292157253021519958e-01	-6.151001842104180106e-01	5.827750888477259972e-01	-5.382419869201959806e-01
8.404433775744470481e+00	-4.290408955795640189e+00	-2.031561082933029949e-01	6.374529503915479789e-02	-6.098277750811469805e-02	-6.080211587933540551e-01	1.988488984001409998e-01	-3.426790029727470044e-01	1.981369312060889953e-01	3.331190299432330165e-02
8.434713078411350651e+00	-5.411834257197559950e+00	3.991127345427359918e-01	2.001661219645279877e-01	-6.762890707267650396e-03	3.904135097652359776e-01	7.759007590610640659e-02	4.099728944175219936e-01	1.067279409747390051e-01	-2.703416065079439767e-01
-4.749294836564709854e+00	-1.863833620969450044e-01	3.383089736565140004e+00	1.420595127604840080e+00	1.602460237175409974e+00	-1.702073033959560000e+00	-1.121774207413190005e+00	5.065466467443150433e-01	-1.356237400777740021e-01	-1.025095685552390057e+00
6.086230309556570184e+00	-3.522404139277050206e+00	8.496744498345609742e-01	1.108585190547549948e-01	-3.684082451374250111e-02	4.951642616701609767e-01	-9.000135143786219816e-01	-1.524662164548530097e+00	8.336837928486029448e-01	-1.158101043518179996e+00
-1.075897177822479955e+00	5.394187694053989901e+00	3.814302352305220190e+00	7.691889813017579458e-01	-4.685371485509359779e-01	3.529777221953540184e-02	9.918417595207870089e-04	-1.738455117194719901e-01	2.611295991825550167e-01	4.915385239158360231e-01
7.318941157492040439e+00	-3.750421503872519935e+00	2.509365631554990039e-01	1.856079886185879879e-01	-1.257783884395639873e-01	3.738427011642529996e-01	-5.161387242200150549e-01	-1.187395516954879993e+00	8.509885678710370494e-01	-2.666236097191549970e-01
-1.055403311936939925e+00	5.534734091034329673e+00	4.243907878063430061e+00	5.677212684595269732e-01	-8.106197074020290438e-01	-4.247491477478489985e-01	2.556056755894149934e-01	7.659850925967920388e-01	-8.752542940368129853e-01	4.004356056341220049e-01
7.511180441052429657e+00	-4.051020275716640029e+00	9.805665530570299715e-02	1.912441448272350075e-01	-5.021861273956860217e-01	1.405358960092069953e+00	1.253816352310359872e-01	-2.592497293820429927e-01	-9.267751235090260220e-01	2.183176674924769967e-01
-2.519204438858170025e+00	4.090214958425089975e+00	-8.122824291111090389e+00	-7.576864503811260310e-01	-1.776384900123580135e-01	1.568288272590259991e-01	-8.272064280029309824e-01	-1.361160665486060017e-01	1.466471580279750109e+00	3.929552487754909840e-01
6.868273491910049877e+00	-4.516391616779410256e+00	9.027855586780030306e-01	6.043745700004540117e-03	-1.053139103876289950e-01	-6.688619659288670416e-01	-3.925384609668899905e-01	-7.996945539584879858e-01	7.938007962561870468e-01	-8.914660939019259933e-01
8.716208362847270408e+00	-4.317007429503710192e+00	1.160251227392230078e+00	-3.806040126165369797e-01	5.651412765508920244e-02	1.351490862398309900e-01	-3.771911446817939884e-01	-1.081883068543640025e+00	1.681671259016880082e+00	-2.948053060169200101e-01
8.920251905897510269e+00	-4.829632081937799803e+00	3.625496292501200202e-01	-3.578043653810810132e-01	-1.273818468141570126e-01	-1.504663991709560000e-01	-3.255977465851330188e-01	-4.673102371946670219e-01	6.447924650419090131e-01	-9.719227748711160020e-01
7.304615257921139637e+00	-4.685430693699940363e+00	2.908133862619520227e-01	8.275877157588559796e-02	-1.515902268354480054e+00	3.465761720625880060e-01	-1.298530862525310026e+00	-3.944911816638480007e-01	1.259823677553439936e+00	4.892472916089690149e-01
-1.078435819110419969e+00	5.073065505883749715e+00	3.979561225497830090e+00	-3.351633967778149814e-01	-5.237419234958849978e-01	-5.870584137911669664e-01	3.049391552733989874e-01	8.468114177263749709e-02	3.952548776378799755e-01	-5.771672428589089687e-01
1.986977073964329987e+00	-1.845685132455219923e+00	7.957800846164100328e-01	-9.329330658488960148e-01	7.101669621524659970e-01	-9.379553091472659920e-01	-6.011863168511949462e-01	-1.258190778830670098e+00	2.122213541254120095e+00	-8.467248861736670351e-01
8.787499980745369754e+00	-5.333444668712910008e+00	3.245631527994690124e-01	-3.205757471416599835e-01	1.669973455825360109e-01	1.289759068221650040e-01	-4.160027260484729927e-01	-1.568628501737560077e+00	1.766644257767109982e+00	-1.061480113559940097e+00
